Date,Time,Open,High,Low,Close,Volume
20131209,0.0,80.128571,81.36856800000001,80.128571,80.918571,80123400
20131210,0.0,80.511429,81.12571700000001,80.171425,80.792854,69567400
20131211,0.0,81.0,81.567146,79.955711,80.194283,89929700
20131212,0.0,80.305717,80.762856,80.004288,80.077141,65572500
20131213,0.0,80.407143,80.41143000000001,79.095711,79.204285,83205500
20131216,0.0,79.288574,80.377144,79.28714000000001,79.64286,70648200
20131217,0.0,79.40142800000001,79.91999799999999,79.054283,79.284286,57475600
20131218,0.0,78.528572,78.778572,76.971428,78.681427,141465800
20131219,0.0,78.5,78.571426,77.675713,77.779999,80077200
20131220,0.0,77.918571,78.80143000000001,77.831429,78.431427,109103400
20131223,0.0,81.14286,81.531425,80.394287,81.441429,125326600
20131224,0.0,81.41285699999999,81.697144,80.861427,81.095711,41888700
20131226,0.0,81.157143,81.35714,80.482857,80.557144,51002000
20131227,0.0,80.545715,80.629997,79.928574,80.012856,56471100
20131230,0.0,79.637146,80.012856,78.902855,79.21714,63407400
20131231,0.0,79.16714499999999,80.182854,79.14286,80.145714,55771100
20140102,0.0,79.382858,79.575714,78.860001,79.01857,58671200
20140103,0.0,78.980003,79.099998,77.204285,77.28286,98116900
20140106,0.0,76.778572,78.114288,76.228569,77.704285,103152700
20140107,0.0,77.760002,77.994286,76.845711,77.148575,79302300
20140108,0.0,76.97285500000001,77.937141,76.955711,77.637146,64632400
20140109,0.0,78.114288,78.122856,76.478569,76.645714,69787200
20140110,0.0,77.11856800000001,77.257141,75.872856,76.13428499999999,76244000
20140113,0.0,75.701431,77.5,75.697144,76.53286,94623200
20140114,0.0,76.888573,78.104286,76.808571,78.055717,83140400
20140115,0.0,79.074287,80.028572,78.808571,79.622856,97909700
20140116,0.0,79.271431,79.550003,78.811432,79.178574,57319500
20140117,0.0,78.78286,78.867142,77.128571,77.238571,106684900
20140121,0.0,77.284286,78.581429,77.20285799999999,78.438568,82131700
20140122,0.0,78.701431,79.612854,78.25856800000001,78.78714000000001,94996300
20140123,0.0,78.562859,79.5,77.83000200000001,79.454285,100809800
20140124,0.0,79.14286,79.37428299999999,77.821426,78.010002,107338700
20140127,0.0,78.581429,79.257141,77.964287,78.64286,138719700
20140128,0.0,72.68,73.571426,71.724289,72.35714,266380800
20140129,0.0,71.992859,72.48143,71.23143,71.535713,125702500
20140130,0.0,71.791428,72.35714,70.957146,71.397141,169625400
20140131,0.0,70.739998,71.647141,70.507141,71.514282,116199300
20140203,0.0,71.80143000000001,72.53286,71.328575,71.647141,100366000
20140204,0.0,72.264282,72.779999,71.822861,72.684288,94170300
20140205,0.0,72.36571500000001,73.611427,72.321426,73.227142,82086200
20140206,0.0,72.86571500000001,73.35714,72.544289,73.215714,64441300
20140207,0.0,74.482857,74.704285,73.91143000000001,74.239998,92570100
20140210,0.0,74.094284,75.998573,74.0,75.57,86389800
20140211,0.0,75.80143000000001,76.821426,75.64286,76.565712,70564200
20140212,0.0,76.707146,77.08000200000001,76.177139,76.559998,77025200
20140213,0.0,76.379997,77.835716,76.314285,77.775711,76849500
20140214,0.0,77.495712,77.997147,77.315712,77.71285999999999,68231100
20140218,0.0,78.0,78.74143199999999,77.944283,77.998573,65062900
20140219,0.0,77.821426,78.127144,76.335716,76.767143,78442000
20140220,0.0,76.141426,76.714287,75.571426,75.878571,76464500
20140221,0.0,76.112854,76.367142,74.942856,75.035713,69696200
20140224,0.0,74.735718,75.70285799999999,74.63143199999999,75.364288,72227400
20140225,0.0,75.62571700000001,75.652855,74.428574,74.58000200000001,57988000
20140226,0.0,74.80143000000001,75.0,73.657143,73.907143,69054300
20140227,0.0,73.877144,75.540001,73.721428,75.38143199999999,75470500
20140228,0.0,75.58285500000001,76.10714,74.58856999999999,75.177139,92992200
20140303,0.0,74.774284,75.807144,74.687141,75.394287,59695300
20140304,0.0,75.85714,76.091431,75.395714,75.891426,64785000
20140305,0.0,75.845711,76.39286,75.589996,76.05143000000001,50015700
20140306,0.0,76.112854,76.34857199999999,75.442856,75.821426,46372200
20140307,0.0,75.870003,75.997147,75.150002,75.77714499999999,55182400
20140310,0.0,75.480003,76.190002,75.477142,75.845711,44646000
20140311,0.0,76.492859,76.96285999999999,76.084282,76.584282,69806100
20140312,0.0,76.358574,76.764282,76.0,76.658569,49831600
20140313,0.0,76.77714499999999,77.094284,75.594284,75.807144,64435700
20140314,0.0,75.541428,75.841431,74.714287,74.955711,59299800
20140317,0.0,75.385712,75.709999,75.121429,75.248573,49886200
20140318,0.0,75.128571,75.995712,75.028572,75.914284,52411800
20140319,0.0,76.03714000000001,76.605713,75.571426,75.894287,56189000
20140320,0.0,75.69856999999999,76.095711,75.335716,75.528572,52099600
20140321,0.0,75.989998,76.25,75.190002,76.12428299999999,93511600
20140324,0.0,76.91714499999999,77.214287,76.437141,77.02714499999999,88925200
20140325,0.0,77.35714,77.964287,77.084282,77.855713,70573300
20140326,0.0,78.074287,78.428574,76.980003,77.111427,74942000
20140327,0.0,77.145714,77.35714,76.445717,76.779999,55507900
20140328,0.0,76.902855,76.99143199999999,76.321426,76.694283,50141000
20140331,0.0,77.03286,77.25856800000001,76.561432,76.677139,42167300
20140401,0.0,76.822861,77.410004,76.681427,77.378571,50190000
20140402,0.0,77.482857,77.639999,77.18,77.507141,45105200
20140403,0.0,77.341431,77.5,76.805717,76.970001,40586000
20140404,0.0,77.11571500000001,77.14286,75.79714200000001,75.974289,68812800
20140407,0.0,75.431427,75.842857,74.555717,74.781425,72462600
20140408,0.0,75.02714499999999,75.160004,74.099998,74.77714499999999,60972100
20140409,0.0,74.66285699999999,75.784286,74.574287,75.760002,51542400
20140410,0.0,75.811432,76.034286,74.738571,74.78286,59913000
20140411,0.0,74.14286,74.690002,73.877144,74.230003,67929400
20140414,0.0,74.557144,74.594284,73.887146,74.525711,51418500
20140415,0.0,74.324287,74.519997,73.04714200000001,73.994286,66622500
20140416,0.0,74.007141,74.441429,73.44856999999999,74.144287,53691400
20140417,0.0,74.285713,75.394287,74.171425,74.99143199999999,71083600
20140421,0.0,75.048569,76.019997,74.851425,75.88143199999999,45637200
20140422,0.0,75.47285500000001,75.975716,75.214287,75.957146,50640800
20140423,0.0,75.58000200000001,75.87571700000001,74.921425,74.964287,98735000
20140424,0.0,81.172859,81.428574,80.104286,81.110001,189977900
20140425,0.0,80.647141,81.71285999999999,80.565712,81.705711,97568800
20140428,0.0,81.828575,85.10714,81.792854,84.870003,167371400
20140429,0.0,84.82,85.139999,84.215714,84.61856800000001,84344400
20140430,0.0,84.66285699999999,85.632858,84.257141,84.298569,114160200
20140501,0.0,84.571426,84.971428,83.76571700000001,84.497147,61012000
20140502,0.0,84.620003,84.885712,84.244286,84.654289,47878600
20140505,0.0,84.305717,85.85714,84.285713,85.851425,71766800
20140506,0.0,85.971428,86.344284,84.915718,84.915718,93641100
20140507,0.0,85.035713,85.327141,83.961426,84.61856800000001,70716100
20140508,0.0,84.035713,84.915718,83.771431,83.998573,57574300
20140509,0.0,83.505714,83.75,82.904289,83.648575,72899400
20140512,0.0,83.927139,84.808571,83.914284,84.690002,53302200
20140513,0.0,84.571426,84.934288,84.385712,84.822861,39934300
20140514,0.0,84.632858,85.342857,84.534286,84.83856999999999,41601000
20140515,0.0,84.957146,85.228569,84.005714,84.117142,57711500
20140516,0.0,84.089996,85.361427,83.628571,85.358574,69064100
20140519,0.0,85.407143,86.761429,85.33285500000001,86.370003,79438800
20140520,0.0,86.358574,86.628571,85.818573,86.387146,58709000
20140521,0.0,86.261429,86.671425,86.00856800000001,86.61571500000001,49214900
20140522,0.0,86.657143,87.121429,86.300003,86.752853,50190000
20140523,0.0,86.75,87.818573,86.638573,87.732857,58052400
20140527,0.0,87.982857,89.408569,87.947144,89.37571700000001,87216500
20140528,0.0,89.431427,89.975716,89.111427,89.144287,78870400
20140529,0.0,89.692856,90.98143,89.681427,90.76857,94118500
20140530,0.0,91.139999,92.024284,89.842857,90.428574,141005200
20140602,0.0,90.565712,90.690002,88.928574,89.807144,92337700
20140603,0.0,89.779999,91.248573,89.75,91.077141,73177300
20140604,0.0,91.062859,92.555717,90.872856,92.117142,83870500
20140605,0.0,92.314285,92.767143,91.80143000000001,92.478569,75951400
20140606,0.0,92.842857,93.03714000000001,92.067146,92.224289,87484600
20140609,0.0,92.699997,93.879997,91.75,93.699997,75415000
20140610,0.0,94.730003,95.050003,93.57,94.25,62777000
20140611,0.0,94.129997,94.760002,93.470001,93.860001,45681000
20140612,0.0,94.040001,94.120003,91.900002,92.290001,54749000
20140613,0.0,92.199997,92.440002,90.879997,91.279999,54525000
20140616,0.0,91.510002,92.75,91.449997,92.199997,35561000
20140617,0.0,92.309998,92.699997,91.800003,92.08000200000001,29726000
20140618,0.0,92.269997,92.290001,91.349998,92.18,33514000
20140619,0.0,92.290001,92.300003,91.339996,91.860001,35528000
20140620,0.0,91.849998,92.550003,90.900002,90.910004,100898000
20140623,0.0,91.32,91.620003,90.599998,90.83000200000001,43694000
20140624,0.0,90.75,91.739998,90.190002,90.279999,39036000
20140625,0.0,90.209999,90.699997,89.650002,90.360001,36869000
20140626,0.0,90.370003,91.050003,89.800003,90.900002,32629000
20140627,0.0,90.82,92.0,90.769997,91.980003,64029000
20140630,0.0,92.099998,93.730003,92.089996,92.93,49482300
20140701,0.0,93.519997,94.07,93.129997,93.519997,38223000
20140702,0.0,93.870003,94.059998,93.089996,93.480003,28465000
20140703,0.0,93.66999799999999,94.099998,93.199997,94.029999,22891800
20140707,0.0,94.139999,95.989998,94.099998,95.970001,56468000
20140708,0.0,96.269997,96.800003,93.91999799999999,95.349998,65222000
20140709,0.0,95.440002,95.949997,94.760002,95.389999,36436000
20140710,0.0,93.760002,95.550003,93.519997,95.040001,39686000
20140711,0.0,95.360001,95.889999,94.860001,95.220001,34018000
20140714,0.0,95.860001,96.889999,95.650002,96.449997,42810000
20140715,0.0,96.800003,96.849998,95.029999,95.32,45477900
20140716,0.0,96.970001,97.099998,94.739998,94.779999,53396300
20140717,0.0,95.029999,95.279999,92.57,93.089996,57298000
20140718,0.0,93.620003,94.739998,93.019997,94.43,49988000
20140721,0.0,94.989998,95.0,93.720001,93.940002,39079000
20140722,0.0,94.68,94.889999,94.120003,94.720001,55197000
20140723,0.0,95.41999799999999,97.879997,95.16999799999999,97.190002,92918000
20140724,0.0,97.040001,97.32,96.41999799999999,97.029999,45729000
20140725,0.0,96.849998,97.839996,96.639999,97.66999799999999,43469000
20140728,0.0,97.82,99.239998,97.550003,99.019997,55318000
20140729,0.0,99.33000200000001,99.440002,98.25,98.379997,43143000
20140730,0.0,98.440002,98.699997,97.66999799999999,98.150002,33010000
20140731,0.0,97.160004,97.449997,95.33000200000001,95.599998,56843000
20140801,0.0,94.900002,96.620003,94.809998,96.129997,48511000
20140804,0.0,96.370003,96.58000200000001,95.16999799999999,95.589996,39958000
20140805,0.0,95.360001,95.68,94.360001,95.120003,55933000
20140806,0.0,94.75,95.480003,94.709999,94.959999,38558000
20140807,0.0,94.93,95.949997,94.099998,94.480003,46711000
20140808,0.0,94.260002,94.82,93.279999,94.739998,41865000
20140811,0.0,95.269997,96.08000200000001,94.839996,95.989998,36585000
20140812,0.0,96.040001,96.879997,95.610001,95.970001,33795000
20140813,0.0,96.150002,97.239998,96.040001,97.239998,31916000
20140814,0.0,97.33000200000001,97.57,96.800003,97.5,28116000
20140815,0.0,97.900002,98.190002,96.860001,97.980003,48951000
20140818,0.0,98.489998,99.370003,97.980003,99.160004,47572000
20140819,0.0,99.410004,100.68,99.32,100.529999,69399000
20140820,0.0,100.440002,101.089996,99.949997,100.57,52699000
20140821,0.0,100.57,100.940002,100.110001,100.58000200000001,33478000
20140822,0.0,100.290001,101.470001,100.190002,101.32,44184000
20140825,0.0,101.790001,102.16999799999999,101.279999,101.540001,40270000
20140826,0.0,101.41999799999999,101.5,100.860001,100.889999,33152000
20140827,0.0,101.019997,102.57,100.699997,102.129997,52369000
20140828,0.0,101.589996,102.779999,101.559998,102.25,68460000
20140829,0.0,102.860001,102.900002,102.199997,102.5,44595000
20140902,0.0,103.059998,103.739998,102.720001,103.300003,53564000
20140903,0.0,103.099998,103.199997,98.58000200000001,98.940002,125421000
20140904,0.0,98.849998,100.089996,97.790001,98.120003,85718000
20140905,0.0,98.800003,99.389999,98.309998,98.970001,58457000
20140908,0.0,99.300003,99.309998,98.050003,98.360001,46356700
20140909,0.0,99.08000200000001,103.08000200000001,96.139999,97.989998,189846300
20140910,0.0,98.010002,101.110001,97.760002,101.0,100869600
20140911,0.0,100.410004,101.440002,99.620003,101.43,62353100
20140912,0.0,101.209999,102.190002,101.08000200000001,101.660004,62626100
20140915,0.0,102.809998,103.050003,101.440002,101.629997,61316500
20140916,0.0,99.800003,101.260002,98.889999,100.860001,66908100
20140917,0.0,101.269997,101.800003,100.589996,101.58000200000001,60926500
20140918,0.0,101.93,102.349998,101.559998,101.790001,37299400
20140919,0.0,102.290001,102.349998,100.5,100.959999,70902400
20140922,0.0,101.800003,102.139999,100.58000200000001,101.059998,52788400
20140923,0.0,100.599998,102.940002,100.540001,102.639999,63402200
20140924,0.0,102.160004,102.849998,101.199997,101.75,60171800
20140925,0.0,100.510002,100.709999,97.720001,97.870003,100092000
20140926,0.0,98.529999,100.75,98.400002,100.75,62370500
20140929,0.0,98.650002,100.440002,98.629997,100.110001,49766300
20140930,0.0,100.809998,101.540001,100.529999,100.75,55264100
20141001,0.0,100.589996,100.690002,98.699997,99.18,51491300
20141002,0.0,99.269997,100.220001,98.040001,99.900002,47757800
20141003,0.0,99.440002,100.209999,99.040001,99.620003,43469600
20141006,0.0,99.949997,100.650002,99.41999799999999,99.620003,37051200
20141007,0.0,99.43,100.120003,98.730003,98.75,42094200
20141008,0.0,98.760002,101.110001,98.309998,100.800003,57404700
20141009,0.0,101.540001,102.379997,100.610001,101.019997,77376500
20141010,0.0,100.690002,102.029999,100.300003,100.730003,66331600
20141013,0.0,101.33000200000001,101.779999,99.809998,99.809998,53583400
20141014,0.0,100.389999,100.519997,98.57,98.75,63688600
20141015,0.0,97.970001,99.150002,95.18,97.540001,100933600
20141016,0.0,95.550003,97.720001,95.410004,96.260002,72154500
20141017,0.0,97.5,99.0,96.809998,97.66999799999999,68179700
20141020,0.0,98.32,99.959999,98.220001,99.760002,77517300
20141021,0.0,103.019997,103.019997,101.269997,102.470001,94623900
20141022,0.0,102.839996,104.110001,102.599998,102.989998,68263100
20141023,0.0,104.08000200000001,105.050003,103.629997,104.83000200000001,71074700
20141024,0.0,105.18,105.489998,104.529999,105.220001,47053900
20141027,0.0,104.849998,105.480003,104.699997,105.110001,34187700
20141028,0.0,105.400002,106.739998,105.349998,106.739998,48060900
20141029,0.0,106.650002,107.370003,106.360001,107.339996,52687900
20141030,0.0,106.959999,107.349998,105.900002,106.980003,40654800
20141031,0.0,108.010002,108.040001,107.209999,108.0,44639300
20141103,0.0,108.220001,110.300003,108.010002,109.400002,52282600
20141104,0.0,109.360001,109.489998,107.720001,108.599998,41574400
20141105,0.0,109.099998,109.300003,108.129997,108.860001,37435900
20141106,0.0,108.599998,108.790001,107.800003,108.699997,34968500
20141107,0.0,108.75,109.32,108.550003,109.010002,33691500
20141110,0.0,109.019997,109.33000200000001,108.66999799999999,108.83000200000001,27195500
20141111,0.0,108.699997,109.75,108.400002,109.699997,27442300
20141112,0.0,109.379997,111.43,109.370003,111.25,46942400
20141113,0.0,111.800003,113.449997,111.599998,112.82,59522900
20141114,0.0,113.150002,114.190002,111.209999,114.18,44063600
20141117,0.0,114.269997,117.279999,113.300003,113.989998,46746700
20141118,0.0,113.940002,115.690002,113.889999,115.470001,44224000
20141119,0.0,115.440002,115.739998,113.800003,114.66999799999999,41869200
20141120,0.0,114.910004,116.860001,114.849998,116.309998,43395500
20141121,0.0,117.510002,117.57,116.029999,116.470001,57179300
20141124,0.0,116.849998,118.769997,116.620003,118.629997,47450800
20141125,0.0,119.07,119.75,117.449997,117.599998,68840400
20141126,0.0,117.940002,119.099998,117.83000200000001,119.0,40768300
20141128,0.0,119.269997,119.400002,118.050003,118.93,24814400
20141201,0.0,118.809998,119.25,111.269997,115.07,83814000
20141202,0.0,113.5,115.75,112.75,114.629997,59348900
20141203,0.0,115.75,116.349998,115.110001,115.93,43063400
20141204,0.0,115.769997,117.199997,115.290001,115.489998,42044500
20141205,0.0,115.989998,116.08000200000001,114.639999,115.0,38318900
20141208,0.0,114.099998,114.650002,111.620003,112.400002,57664900
20141209,0.0,110.190002,114.300003,109.349998,114.120003,60208000
20141210,0.0,114.410004,114.849998,111.540001,111.949997,44565300
20141211,0.0,112.260002,113.800003,111.339996,111.620003,41401700
20141212,0.0,110.459999,111.870003,109.58000200000001,109.730003,56028100
20141215,0.0,110.699997,111.599998,106.349998,108.230003,67218100
20141216,0.0,106.370003,110.160004,106.260002,106.75,60790700
20141217,0.0,107.120003,109.839996,106.82,109.410004,53411800
20141218,0.0,111.870003,112.650002,110.660004,112.650002,59006200
20141219,0.0,112.260002,113.239998,111.660004,111.779999,88429800
20141222,0.0,112.160004,113.489998,111.970001,112.940002,45167500
20141223,0.0,113.230003,113.33000200000001,112.459999,112.540001,26028400
20141224,0.0,112.58000200000001,112.709999,112.010002,112.010002,14479600
20141226,0.0,112.099998,114.519997,112.010002,113.989998,33721000
20141229,0.0,113.790001,114.769997,113.699997,113.910004,27598900
20141230,0.0,113.639999,113.91999799999999,112.110001,112.519997,29881500
20141231,0.0,112.82,113.129997,110.209999,110.379997,41403400
20150102,0.0,111.389999,111.440002,107.349998,109.33000200000001,53204600
20150105,0.0,108.290001,108.650002,105.410004,106.25,64285500
20150106,0.0,106.540001,107.43,104.629997,106.260002,65797100
20150107,0.0,107.199997,108.199997,106.699997,107.75,40105900
20150108,0.0,109.230003,112.150002,108.699997,111.889999,59364500
20150109,0.0,112.66999799999999,113.25,110.209999,112.010002,53699500
20150112,0.0,112.599998,112.629997,108.800003,109.25,49650800
20150113,0.0,111.43,112.800003,108.910004,110.220001,67091900
20150114,0.0,109.040001,110.489998,108.5,109.800003,48337000
20150115,0.0,110.0,110.059998,106.660004,106.82,60014000
20150116,0.0,107.029999,107.58000200000001,105.199997,105.989998,78513300
20150120,0.0,107.839996,108.970001,106.5,108.720001,49899900
20150121,0.0,108.949997,111.059998,108.269997,109.550003,48575900
20150122,0.0,110.260002,112.470001,109.720001,112.400002,53796400
20150123,0.0,112.300003,113.75,111.529999,112.980003,46464800
20150126,0.0,113.739998,114.360001,112.800003,113.099998,55615000
20150127,0.0,112.41999799999999,112.480003,109.029999,109.139999,95568700
20150128,0.0,117.629997,118.120003,115.309998,115.309998,146477100
20150129,0.0,116.32,119.190002,115.559998,118.900002,84436400
20150130,0.0,118.400002,120.0,116.849998,117.160004,83745500
20150202,0.0,118.050003,119.16999799999999,116.08000200000001,118.629997,62739100
20150203,0.0,118.5,119.089996,117.610001,118.650002,51915700
20150204,0.0,118.5,120.510002,118.309998,119.559998,70149700
20150205,0.0,120.019997,120.230003,119.25,119.940002,42246200
20150206,0.0,120.019997,120.25,118.449997,118.93,43706600
20150209,0.0,118.550003,119.839996,118.43,119.720001,38889800
20150210,0.0,120.16999799999999,122.150002,120.160004,122.019997,62008500
20150211,0.0,122.769997,124.91999799999999,122.5,124.879997,73561800
20150212,0.0,126.059998,127.480003,125.57,126.459999,74474500
20150213,0.0,127.279999,127.279999,125.650002,127.08000200000001,54272200
20150217,0.0,127.489998,128.880005,126.91999799999999,127.83000200000001,63152400
20150218,0.0,127.629997,128.779999,127.449997,128.720001,44891700
20150219,0.0,128.479996,129.029999,128.330002,128.449997,37362400
20150220,0.0,128.619995,129.5,128.050003,129.5,48948400
20150223,0.0,130.020004,133.0,129.66000400000001,133.0,70974100
20150224,0.0,132.940002,133.600006,131.169998,132.169998,69228100
20150225,0.0,131.559998,131.600006,128.149994,128.78999299999998,74711700
20150226,0.0,128.78999299999998,130.869995,126.610001,130.419998,91287500
20150227,0.0,130.0,130.570007,128.240005,128.46000700000002,62014800
20150302,0.0,129.25,130.279999,128.300003,129.08999599999999,48096700
20150303,0.0,128.96000700000002,129.520004,128.08999599999999,129.360001,37816300
20150304,0.0,129.100006,129.559998,128.320007,128.53999299999998,31666300
20150305,0.0,128.580002,128.75,125.760002,126.410004,56517100
20150306,0.0,128.399994,129.369995,126.260002,126.599998,72842100
20150309,0.0,127.959999,129.570007,125.059998,127.139999,88528500
20150310,0.0,126.410004,127.220001,123.800003,124.510002,68856600
20150311,0.0,124.75,124.769997,122.110001,122.239998,68939000
20150312,0.0,122.309998,124.900002,121.629997,124.449997,48362700
20150313,0.0,124.400002,125.400002,122.58000200000001,123.589996,51827300
20150316,0.0,123.879997,124.949997,122.870003,124.949997,35874300
20150317,0.0,125.900002,127.32,125.650002,127.040001,51023100
20150318,0.0,127.0,129.16000400000001,126.370003,128.470001,65270900
20150319,0.0,128.75,129.25,127.400002,127.5,45809500
20150320,0.0,128.25,128.399994,125.160004,125.900002,68695100
20150323,0.0,127.120003,127.849998,126.519997,127.209999,37709700
20150324,0.0,127.230003,128.03999299999998,126.559998,126.690002,32842300
20150325,0.0,126.540001,126.82,123.379997,123.379997,51655200
20150326,0.0,122.760002,124.879997,122.599998,124.239998,47572900
20150327,0.0,124.57,124.699997,122.910004,123.25,39546200
