Wall time,Step,Value
1536586696.612446,5495,5677.009765625
1536586732.1889932,5501,-262.92999267578125
1536586759.7477567,5507,0.0
1536586783.4484723,5512,0.0
1536586797.0685165,5515,4674.81005859375
1536586806.3420143,5517,2938.260009765625
1536586875.2933662,5532,2140.8798828125
1536586916.5950491,5541,-1596.739990234375
1536586953.3973417,5549,0.0
1536587039.28334,5566,0.0
1536587062.3726816,5571,3985.6201171875
1536587071.624203,5573,0.0
1536587085.2562351,5576,0.0
1536587126.6807919,5585,1000.760009765625
1536587135.877368,5587,1049.9599609375
1536587163.6389232,5593,3734.9599609375
1536587226.5724409,5605,898.760009765625
1536587249.0973623,5610,2167.85009765625
1536587295.5907228,5620,7330.33984375
1536587341.655524,5630,891.239990234375
1536587350.8820713,5632,1684.43994140625
1536587420.4208229,5647,0.0
1536587478.9978015,5658,0.0
1536587488.1454284,5660,0.0
1536587506.5086145,5664,2301.239990234375
1536587562.2594907,5676,0.0
1536587576.1782293,5679,437.7799987792969
1536587742.7775292,5713,-1052.97998046875
1536587775.0125005,5720,3285.030029296875
1536587788.8183556,5723,-441.8800048828125
1536587807.467247,5727,-1023.010009765625
1536587872.6224878,5741,2123.590087890625
1536587931.764889,5752,0.0
1536587964.3265276,5759,0.0
1536587997.0200279,5766,0.0
1536588042.9629545,5776,0.0
1536588057.0025687,5779,574.1199951171875
1536588080.1868155,5784,0.0
1536588103.6667557,5789,3012.8798828125
1536588131.5621746,5795,874.9299926757812
1536588195.016159,5807,1305.68994140625
1536588199.5654972,5808,-2997.169921875
1536588278.2418838,5825,0.0
1536588292.0906937,5828,0.0
1536588324.4984887,5835,2725.06005859375
1536588380.0975213,5847,1897.6700439453125
1536588458.9946816,5862,490.2900085449219
1536588468.2541952,5864,2893.969970703125
1536588500.7199287,5871,2496.840087890625
1536588547.5539424,5881,0.0
1536588584.761819,5889,1174.56005859375
1536588594.0582938,5891,4540.06982421875
1536588603.2718527,5893,-270.2900085449219
1536588626.404152,5898,1914.3299560546875
1536588677.2001054,5907,744.8800048828125
1536588723.9152393,5917,0.0
1536588728.5195234,5918,380.4599914550781
1536588775.138755,5928,3971.820068359375
1536588793.6298096,5932,-2477.719970703125
1536588798.2960286,5933,900.280029296875
1536588895.104836,5952,-138.82000732421875
1536588918.476889,5957,3275.0
1536588930.6034636,5959,4269.0400390625
1536588935.3096426,5960,-718.97998046875
1536588949.2723358,5963,0.0
1536588991.1604176,5972,364.260009765625
1536589075.741754,5990,3556.639892578125
1536589178.508458,6010,-13.300000190734863
1536589201.8415506,6015,9023.73046875
1536589243.825532,6024,-123.5199966430664
1536589271.8328364,6030,2707.860107421875
1536589276.5060482,6031,2121.300048828125
1536589281.1802578,6032,2589.52001953125
1536589295.0840113,6035,0.0
1536589309.0427094,6038,1681.1400146484375
1536589383.406515,6052,0.0
1536589421.0329654,6060,0.0
1536589500.3936484,6077,-2080.6201171875
1536589505.0568714,6078,2684.22998046875
1536589523.8066587,6082,2654.669921875
1536589547.2816064,6087,3570.47998046875
1536589579.952131,6094,1677.010009765625
1536589630.7960367,6103,358.8800048828125
1536589640.2023993,6105,519.0900268554688
1536589687.268174,6115,240.88999938964844
1536589715.2824705,6121,1097.300048828125
1536589724.6718497,6123,0.0
1536589752.919906,6129,-111.48999786376953
1536589762.398194,6131,3758.010009765625
1536589771.8395202,6133,2996.81005859375
1536589827.6273594,6145,47.36000061035156
1536589836.9498076,6147,0.0
1536589846.361166,6149,-733.0599975585938
1536589893.1512244,6157,-1105.47998046875
1536589963.8637714,6172,0.0
1536589982.7973704,6176,517.9299926757812
1536590006.281308,6181,0.0
1536590020.3089359,6184,968.6300048828125
1536590095.5308616,6200,0.0
1536590151.1678555,6210,985.9199829101562
1536590155.891016,6211,170.97000122070312
1536590165.3473275,6213,831.47998046875
1536590193.6653125,6219,0.0
1536590198.43942,6220,3996.72998046875
1536590221.933348,6225,3080.010009765625
1536590254.9684992,6232,2357.340087890625
1536590278.6492372,6237,512.25
1536590311.381697,6244,0.0
1536590339.5658195,6250,-2126.43994140625
1536590409.8108454,6263,2223.590087890625
1536590442.8410025,6270,1786.800048828125
1536590532.4871502,6289,438.7300109863281
1536590635.6244726,6309,0.0
1536590649.9088373,6312,6931.72021484375
1536590668.8993795,6316,144.41000366210938
1536590673.671489,6317,2341.14990234375
1536590706.8085372,6324,-5714.06982421875
1536590787.554803,6341,-523.4500122070312
1536590847.9139578,6352,1873.050048828125
1536590899.8637295,6363,1007.8900146484375
1536590932.85193,6370,1451.8199462890625
1536590961.4256542,6376,2273.22998046875
1536591075.1211607,6400,443.54998779296875
1536591193.7206395,6423,1545.969970703125
1536591236.0432744,6432,-1932.739990234375
1536591307.2003665,6447,-208.5399932861328
1536591311.9554954,6448,4434.7900390625
1536591354.1292825,6455,3970.0400390625
1536591373.1907516,6459,0.0
1536591434.0943484,6472,-683.8099975585938
1536591438.806521,6473,1129.75
1536591486.383772,6483,111.36000061035156
1536591505.3143766,6487,536.3099975585938
1536591542.899865,6495,3812.3701171875
1536591547.5151355,6496,0.0
1536591566.5476367,6500,0.0
1536591618.5603416,6509,0.0
1536591623.311474,6510,-1289.3800048828125
1536591670.8148017,6520,5682.5400390625
1536591675.4590447,6521,0.0
1536591680.212175,6522,613.9299926757812
1536591718.4210246,6530,786.0599975585938
1536591737.6403306,6534,280.2300109863281
1536591813.6104908,6550,197.0800018310547
1536591860.9130259,6558,2371.989990234375
1536591936.9650996,6574,3456.610107421875
1536591955.9386592,6578,0.0
1536591965.3669984,6580,572.0599975585938
1536591969.9982564,6581,177.85000610351562
1536591984.4034946,6584,1268.81005859375
1536592027.674159,6593,838.6799926757812
1536592032.4332812,6594,0.0
1536592085.1902256,6603,-2420.360107421875
1536592099.3217463,6606,1450.56005859375
1536592147.488395,6616,3804.25
1536592171.2770212,6621,0.0
1536592304.9051032,6649,517.4600219726562
1536592351.8709805,6657,597.280029296875
1536592394.9138792,6666,2397.909912109375
1536592404.5180376,6668,3366.389892578125
1536592423.809272,6672,5747.91015625
1536592452.4459295,6678,2834.4599609375
1536592466.8032188,6681,0.0
1536592500.3008971,6688,599.4099731445312
1536592514.558289,6691,0.0
1536592542.5845723,6696,642.4199829101562
1536592556.858947,6699,-242.83999633789062
1536592561.6060822,6700,5048.35986328125
1536592605.2154002,6707,0.0
1536592624.175974,6711,0.0
1536592643.3083699,6715,-2614.72998046875
1536592690.432086,6725,3725.419921875
1536592695.2151845,6726,3194.0
1536592752.936043,6738,4500.10986328125
1536592772.2902129,6742,0.0
1536592805.8917837,6749,3006.580078125
1536592834.0119727,6753,860.6599731445312
1536592886.6570315,6764,3842.800048828125
1536592944.1251485,6776,3793.81005859375
1536593021.1272516,6792,892.5900268554688
1536593134.738842,6813,-1264.8699951171875
1536593153.886223,6817,1750.68994140625
1536593225.4379106,6832,375.0799865722656
1536593249.2864764,6837,2473.06005859375
1536593263.7246814,6840,3836.699951171875
1536593292.5351613,6846,-1992.0899658203125
1536593311.590637,6850,-42.79999923706055
1536593339.8966348,6854,1887.4599609375
1536593378.181407,6862,0.0
1536593407.064813,6868,1217.3199462890625
1536593411.8728862,6869,-883.1500244140625
1536593416.5810618,6870,0.0
1536593492.9538095,6886,1202.760009765625
1536593526.3006415,6893,2287.3798828125
1536593535.8648422,6895,1056.9000244140625
1536593575.0956457,6901,0.0
1536593613.4363618,6909,2261.679931640625
1536593627.6617858,6912,0.0
1536593646.5374472,6916,0.0
1536593656.0407083,6918,0.0
1536593694.6481519,6926,0.0
1536593732.9479084,6934,0.0
1536593747.1153915,6937,1704.5799560546875
1536593823.5850391,6951,1723.1300048828125
1536593843.0451007,6955,2397.06005859375
1536593882.1310527,6963,2665.969970703125
1536593896.5163128,6966,3775.4599609375
1536593925.399719,6972,2467.27001953125
1536594008.1139698,6989,2846.8701171875
1536594012.847119,6990,0.0
1536594022.4842446,6992,692.1500244140625
1536594120.8724346,7010,2849.4599609375
1536594140.331497,7014,1535.4100341796875
1536594154.9195492,7017,4027.820068359375
1536594226.850849,7032,-19.6200008392334
1536594241.324019,7035,810.5499877929688
1536594261.2176347,7039,-957.6599731445312
1536594295.4825268,7046,1376.719970703125
1536594370.6505094,7059,-23.979999542236328
1536594400.854561,7065,0.0
1536594472.5840666,7079,2713.510009765625
1536594531.5076916,7091,1913.739990234375
1536594565.6317294,7098,0.0
1536594616.446663,7106,0.0
1536594655.6405041,7114,2118.969970703125
1536594660.5055196,7115,0.0
1536594685.0713477,7120,2877.239990234375
1536594704.7062292,7124,-95.16000366210938
1536594768.3190508,7137,2663.050048828125
1536594787.3285732,7141,0.0
1536594865.3746066,7155,-1150.52001953125
1536594924.697822,7167,12.819999694824219
1536594929.6297693,7168,540.7000122070312
1536594964.2023454,7175,3653.4599609375
1536595003.2263615,7183,-1369.93994140625
1536595033.2835653,7189,0.0
1536595063.093022,7195,4708.22998046875
1536595107.8281856,7202,3587.02001953125
1536595117.597175,7204,3701.550048828125
1536595161.5291615,7213,2572.699951171875
1536595171.4829624,7215,508.69000244140625
1536595176.5577633,7216,1698.1700439453125
1536595270.1598582,7235,-2465.989990234375
1536595285.2384074,7238,-1536.9300537109375
1536595329.285276,7247,-42.650001525878906
1536595401.902872,7260,1577.68994140625
1536595456.5738544,7271,118.45999908447266
1536595471.5884707,7274,0.0
1536595523.9307892,7284,996.4099731445312
1536595603.981768,7300,-2125.510009765625
1536595672.1748967,7311,-874.9299926757812
1536595687.1475544,7314,4241.31982421875
1536595763.8239918,7329,-31.15999984741211
1536595803.6901426,7337,1084.0400390625
1536595813.8976848,7339,-585.3900146484375
1536595818.8885708,7340,0.0
1536595846.8163648,7345,-412.25
1536595851.745314,7346,0.0
1536595894.3786309,7351,1111.1099853515625
1536595907.839839,7353,3781.8798828125
1536595934.3836424,7357,-1204.3399658203125
1536595940.510365,7358,0.0
1536595946.567159,7359,0.0
1536596014.0497541,7369,0.0
